Description: 
CoreID: M-2-5
ExptDate: April 19, 2016
 19/04/2016 17:10:24    356     54
    Time     PoolTave    LinearP1    LinearP2    LogPower     Period     SUCRate     PoolTin     CnUpFlow    CnUpCond    PoolTout    N16Power    HdupCond    PriFlow     SecFlow     CnUpTemp    HEPrTout    HEPrDelP    HEPrTin     HEScTin     HEScDelP    HEScTout    PMkUpPmp    CnUpPump    PriPump     SecPump     CoreTout    CoreTin     PowerCal     CnUpPH     PCal*100     Fans        Fan#2      BL#1Pos     BL#2Pos     BL#3Pos     BL#4Pos     RRodPos      SUCPos      RRauto     PumpRmTA    RHinside    TAinside      Fans      Fan#2fix    TAoutsid     SumpT      SumpTIn     SMkUpFlw    MFDCurr      MFDPos     P1MagAdj    P2MagAdj    LPwrComb  
     0.00    7.160e+01   1.059e+01   1.072e+01   1.000e-03  -9.990e+02   2.695e+02   7.221e+01   2.620e+01   1.610e-01   7.203e+01   1.028e+00   2.299e+00   1.698e+03   1.207e+02   0.000e+00   7.225e+01   2.530e+01   7.199e+01   7.072e+01  -5.000e-02   7.078e+01   0.000e+00   1.000e+00   1.000e+00   0.000e+00   7.234e+01   7.198e+01   0.000e+00   6.718e+00   8.867e+00   0.000e+00   0.000e+00   1.500e+01   1.695e+01   1.695e+01   1.695e+01   1.103e+01   0.000e+00   0.000e+00  -3.277e+04  -1.000e-01   7.052e+01   0.000e+00   0.000e+00   4.658e+01   9.166e+00   0.000e+00   1.970e+01   0.000e+00  -7.871e+02   1.059e-03   1.072e-03   1.066e-03
     1.00    7.160e+01   1.059e+01   1.072e+01   1.000e-03  -9.990e+02   2.695e+02   7.221e+01   2.620e+01   1.610e-01   7.203e+01   1.028e+00   2.299e+00   1.698e+03   1.207e+02   0.000e+00   7.225e+01   2.530e+01   7.199e+01   7.072e+01  -5.000e-02   7.078e+01   0.000e+00   1.000e+00   1.000e+00   0.000e+00   7.234e+01   7.198e+01   0.000e+00   6.718e+00   8.867e+00   0.000e+00   0.000e+00   1.500e+01   1.695e+01   1.695e+01   1.695e+01   1.103e+01   0.000e+00   0.000e+00  -3.277e+04  -1.000e-01   7.052e+01   0.000e+00   0.000e+00   4.658e+01   9.166e+00   0.000e+00   1.970e+01   0.000e+00  -7.871e+02   1.059e-03   1.072e-03   1.066e-03
     2.00    7.156e+01   1.056e+01   1.084e+01   1.000e-03  -9.990e+02   2.985e+02   7.219e+01   2.620e+01   1.700e-01   7.198e+01   1.048e+00   2.301e+00   1.693e+03   1.326e+02   0.000e+00   7.226e+01   2.535e+01   7.208e+01   7.084e+01  -6.300e-02   7.082e+01   0.000e+00   1.000e+00   1.000e+00   0.000e+00   7.234e+01   7.198e+01   0.000e+00   6.654e+00   8.816e+00   0.000e+00   0.000e+00   1.500e+01   1.695e+01   1.695e+01   1.695e+01   1.103e+01   0.000e+00   0.000e+00  -3.277e+04  -1.000e-01   7.052e+01   0.000e+00   0.000e+00   4.663e+01   9.126e+00   0.000e+00   1.971e+01   0.000e+00  -7.871e+02   1.056e-03   1.084e-03   1.070e-03
     3.00    7.157e+01   1.049e+01   1.075e+01   1.000e-03  -9.990e+02   4.535e+02   7.218e+01   2.620e+01   1.810e-01   7.203e+01   1.028e+00   2.301e+00   1.700e+03   1.320e+02   0.000e+00   7.227e+01   2.523e+01   7.204e+01   7.086e+01  -2.200e-02   7.087e+01   0.000e+00   1.000e+00   1.000e+00   0.000e+00   7.234e+01   7.198e+01   0.000e+00   6.649e+00   8.745e+00   0.000e+00   0.000e+00   1.500e+01   1.695e+01   1.695e+01   1.695e+01   1.103e+01   0.000e+00   0.000e+00  -3.277e+04  -1.000e-01   7.052e+01   0.000e+00   0.000e+00   4.657e+01   9.166e+00   0.000e+00   1.971e+01   0.000e+00  -7.871e+02   1.049e-03   1.075e-03   1.062e-03
     4.00    7.157e+01   1.050e+01   1.099e+01   1.000e-03  -9.990e+02   3.371e+02   7.216e+01   2.620e+01   2.020e-01   7.200e+01   1.068e+00   2.302e+00   1.695e+03   1.290e+02   0.000e+00   7.227e+01   2.495e+01   7.199e+01   7.082e+01  -3.100e-02   7.089e+01   0.000e+00   1.000e+00   1.000e+00   0.000e+00   7.224e+01   7.198e+01   0.000e+00   6.708e+00   8.692e+00   0.000e+00   0.000e+00   1.500e+01   1.695e+01   1.695e+01   1.695e+01   1.103e+01   0.000e+00   0.000e+00  -3.277e+04  -1.000e-01   7.052e+01   0.000e+00   0.000e+00   4.663e+01   9.289e+00   0.000e+00   1.971e+01   0.000e+00  -7.871e+02   1.050e-03   1.099e-03   1.074e-03
     5.00    7.156e+01   1.044e+01   1.098e+01   1.000e-03  -9.990e+02   3.324e+02   7.216e+01   2.619e+01   1.930e-01   7.204e+01   1.048e+00   2.299e+00   1.701e+03   1.332e+02   0.000e+00   7.228e+01   2.543e+01   7.208e+01   7.078e+01  -4.400e-02   7.086e+01   0.000e+00   1.000e+00   1.000e+00   0.000e+00   7.234e+01   7.198e+01   0.000e+00   6.715e+00   8.519e+00   0.000e+00   0.000e+00   1.500e+01   1.695e+01   1.695e+01   1.695e+01   1.103e+01   0.000e+00   0.000e+00  -3.277e+04  -1.000e-01   7.051e+01   0.000e+00   0.000e+00   4.662e+01   9.289e+00   0.000e+00   1.971e+01   0.000e+00  -7.871e+02   1.044e-03   1.098e-03   1.071e-03
     6.00    7.160e+01   1.041e+01   1.069e+01   1.000e-03  -9.990e+02   2.769e+02   7.218e+01   2.620e+01   1.930e-01   7.199e+01   1.078e+00   2.301e+00   1.698e+03   1.259e+02   0.000e+00   7.228e+01   2.524e+01   7.208e+01   7.076e+01  -4.400e-02   7.088e+01   0.000e+00   1.000e+00   1.000e+00   0.000e+00   7.234e+01   7.198e+01   0.000e+00   6.672e+00   8.434e+00   0.000e+00   0.000e+00   1.500e+01   1.695e+01   1.695e+01   1.695e+01   1.103e+01   0.000e+00   0.000e+00  -3.277e+04  -1.000e-01   7.051e+01   0.000e+00   0.000e+00   4.661e+01   9.289e+00   0.000e+00   1.971e+01   0.000e+00  -7.871e+02   1.041e-03   1.069e-03   1.055e-03
     7.00    7.155e+01   1.056e+01   1.071e+01   1.000e-03  -9.990e+02   2.771e+02   7.219e+01   2.619e+01   1.970e-01   7.206e+01   1.068e+00   2.299e+00   1.698e+03   1.126e+02   0.000e+00   7.226e+01   2.512e+01   7.209e+01   7.076e+01  -3.700e-02   7.080e+01   0.000e+00   1.000e+00   1.000e+00   0.000e+00   7.234e+01   7.198e+01   0.000e+00   6.651e+00   8.537e+00   0.000e+00   0.000e+00   1.500e+01   1.695e+01   1.695e+01   1.695e+01   1.103e+01   0.000e+00   0.000e+00  -3.277e+04  -1.000e-01   7.051e+01   0.000e+00   0.000e+00   4.659e+01   9.330e+00   0.000e+00   1.970e+01   0.000e+00  -7.871e+02   1.056e-03   1.071e-03   1.064e-03
     8.00    7.158e+01   1.044e+01   1.062e+01   1.000e-03  -9.990e+02   3.086e+02   7.219e+01   2.620e+01   1.990e-01   7.199e+01   1.108e+00   2.301e+00   1.694e+03   1.167e+02   0.000e+00   7.237e+01   2.528e+01   7.209e+01   7.074e+01  -6.300e-02   7.086e+01   0.000e+00   1.000e+00   1.000e+00   0.000e+00   7.234e+01   7.209e+01   0.000e+00   6.701e+00   8.486e+00   0.000e+00   0.000e+00   1.500e+01   1.695e+01   1.695e+01   1.695e+01   1.103e+01   0.000e+00   0.000e+00  -3.277e+04  -1.000e-01   7.054e+01   0.000e+00   0.000e+00   4.662e+01   9.248e+00   0.000e+00   1.971e+01   0.000e+00  -7.871e+02   1.044e-03   1.062e-03   1.053e-03
     9.00    7.159e+01   1.042e+01   1.076e+01   1.000e-03  -9.990e+02   2.790e+02   7.217e+01   2.619e+01   1.820e-01   7.202e+01   1.128e+00   2.300e+00   1.700e+03   1.119e+02   0.000e+00   7.238e+01   2.541e+01   7.200e+01   7.086e+01  -2.800e-02   7.080e+01   0.000e+00   1.000e+00   1.000e+00   0.000e+00   7.234e+01   7.198e+01   0.000e+00   6.713e+00   8.433e+00   0.000e+00   0.000e+00   1.500e+01   1.695e+01   1.695e+01   1.695e+01   1.103e+01   0.000e+00   0.000e+00  -3.277e+04  -1.000e-01   7.050e+01   0.000e+00   0.000e+00   4.660e+01   9.248e+00   0.000e+00   1.970e+01   0.000e+00  -7.871e+02   1.042e-03   1.076e-03   1.059e-03
    10.00    7.156e+01   1.053e+01   1.101e+01   1.000e-03  -9.990e+02   3.128e+02   7.221e+01   2.620e+01   1.850e-01   7.199e+01   1.128e+00   2.299e+00   1.704e+03   1.160e+02   0.000e+00   7.224e+01   2.534e+01   7.198e+01   7.080e+01  -3.400e-02   7.087e+01   0.000e+00   1.000e+00   1.000e+00   0.000e+00   7.224e+01   7.198e+01   0.000e+00   6.667e+00   8.383e+00   0.000e+00   0.000e+00   1.500e+01   1.695e+01   1.695e+01   1.695e+01   1.103e+01   0.000e+00   0.000e+00  -3.277e+04  -1.000e-01   7.050e+01   0.000e+00   0.000e+00   4.661e+01   9.207e+00   0.000e+00   1.970e+01   0.000e+00  -7.871e+02   1.053e-03   1.101e-03   1.077e-03
    11.00    7.163e+01   1.051e+01   1.096e+01   1.000e-03  -9.990e+02   3.203e+02   7.218e+01   2.620e+01   1.840e-01   7.197e+01   1.118e+00   2.302e+00   1.697e+03   1.104e+02   0.000e+00   7.226e+01   2.515e+01   7.211e+01   7.078e+01  -4.400e-02   7.079e+01   0.000e+00   1.000e+00   1.000e+00   0.000e+00   7.224e+01   7.198e+01   0.000e+00   6.656e+00   8.280e+00   0.000e+00   0.000e+00   1.500e+01   1.695e+01   1.695e+01   1.695e+01   1.103e+01   0.000e+00   0.000e+00  -3.277e+04  -1.000e-01   7.050e+01   0.000e+00   0.000e+00   4.662e+01   9.207e+00   0.000e+00   1.970e+01   0.000e+00  -7.871e+02   1.051e-03   1.096e-03   1.074e-03
    12.00    7.159e+01   1.046e+01   1.100e+01   1.000e-03  -9.990e+02   2.821e+02   7.218e+01   2.619e+01   1.790e-01   7.201e+01   1.118e+00   2.301e+00   1.705e+03   1.160e+02   0.000e+00   7.226e+01   2.538e+01   7.210e+01   7.089e+01  -6.300e-02   7.077e+01   0.000e+00   1.000e+00   1.000e+00   0.000e+00   7.224e+01   7.198e+01   0.000e+00   6.709e+00   8.176e+00   0.000e+00   0.000e+00   1.500e+01   1.695e+01   1.695e+01   1.695e+01   1.103e+01   0.000e+00   0.000e+00  -3.277e+04  -1.000e-01   7.050e+01   0.000e+00   0.000e+00   4.660e+01   9.371e+00   0.000e+00   1.970e+01   0.000e+00  -7.871e+02   1.046e-03   1.100e-03   1.073e-03
    13.00    7.158e+01   1.043e+01   1.064e+01   1.000e-03  -9.990e+02   2.618e+02   7.220e+01   2.620e+01   1.750e-01   7.201e+01   1.148e+00   2.302e+00   1.706e+03   1.302e+02   0.000e+00   7.213e+01   2.524e+01   7.197e+01   7.078e+01  -3.100e-02   7.088e+01   0.000e+00   1.000e+00   1.000e+00   0.000e+00   7.224e+01   7.198e+01   0.000e+00   6.695e+00   8.075e+00   0.000e+00   0.000e+00   1.500e+01   1.695e+01   1.695e+01   1.695e+01   1.103e+01   0.000e+00   0.000e+00  -3.277e+04  -1.050e-01   7.050e+01   0.000e+00   0.000e+00   4.660e+01   9.371e+00   0.000e+00   1.970e+01   0.000e+00  -7.871e+02   1.043e-03   1.064e-03   1.054e-03
    14.00    7.157e+01   1.052e+01   1.059e+01   1.000e-03  -9.990e+02   3.167e+02   7.220e+01   2.620e+01   1.740e-01   7.201e+01   1.118e+00   2.300e+00   1.703e+03   1.112e+02   0.000e+00   7.229e+01   2.534e+01   7.192e+01   7.076e+01  -5.900e-02   7.080e+01   0.000e+00   1.000e+00   1.000e+00   0.000e+00   7.224e+01   7.198e+01   0.000e+00   6.676e+00   7.972e+00   0.000e+00   0.000e+00   1.500e+01   1.695e+01   1.695e+01   1.695e+01   1.103e+01   0.000e+00   0.000e+00  -3.277e+04  -1.000e-01   7.049e+01   0.000e+00   0.000e+00   4.662e+01   9.453e+00   0.000e+00   1.970e+01   0.000e+00  -7.871e+02   1.052e-03   1.059e-03   1.056e-03
